INITIATIVE_NAME,SURVEY_NAME,SITE_NAME,SITE_COUNTRY,SITE_REGION,SITE_PRODUCT,GROUP_NAME,SUB_GROUP,VALUE_CHAIN,PRODUCT,COUNTRY,ENTITY,PLANT,EFFECTIVE_YEAR,CATEGORY,QUESTION,ANSWER,SCORE,TOTAL_SCORE_BY_INITIATIVES,CLASSIFICATION_LEVEL,PROVIDENCE_AND_EVIDENCE,VERIFICATION_STATUS,ASSURANCE_STATUS,NOTES,QUESTION_INSTRUCTIONS
"Apapa, Lagos_Plant6_T1 (Milling)",2024 Workforce Nutrition ,Apapa factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,"Apapa, Lagos_Plant6_T1 (Milling)",2024,Healthy Food at Work,"Which of these statements best fits the description of the food and drink items made available to workers through catering, vending, and/ or retail?",In catering: More than 60% of food and drink items provided fall in the GREEN category and less than 10% in the RED category. In vending or retail: More than 60% of foods items provided fall in the GREEN category and less than 20% of food items fall in the RED category,2,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a30/671713892897c6fc66e19701,verified,,{},
"Apapa, Lagos_Plant6_T1 (Milling)",2024 Workforce Nutrition ,Apapa factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,"Apapa, Lagos_Plant6_T1 (Milling)",2024,Healthy Food at Work,Which of these statements best fits the way food and drink items are being provided or served in your organisation?,"Active promotion of nutritious and safe foods and drinks at the point of purchase/consumption (product placement/nudging etc.), in addition to nutrition information",2,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a55/671713892897c6fc66e19709,verified,,{},
"Apapa, Lagos_Plant6_T1 (Milling)",2024 Workforce Nutrition ,Apapa factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,"Apapa, Lagos_Plant6_T1 (Milling)",2024,Healthy Food at Work,Which of these statements best fits your healthy food at work programme design and implementation?,"The programme is designed specifically for the workforce, and feedback is regularly reviewed and incorporated to shape the food provision",2,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a61/671713892897c6fc66e19715,verified,,{},
"Apapa, Lagos_Plant6_T1 (Milling)",2024 Workforce Nutrition ,Apapa factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,"Apapa, Lagos_Plant6_T1 (Milling)",2024,Healthy Food at Work,Which of these statements best fits the frequency at which snacks are made available to workers?,Nutritious and safe snacks made available during all meetings or events,1,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a6d/671713892897c6fc66e1971d,verified,,{},
"Apapa, Lagos_Plant6_T1 (Milling)",2024 Workforce Nutrition ,Apapa factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,"Apapa, Lagos_Plant6_T1 (Milling)",2024,Healthy Food at Work,Which of these statements best fits the frequency at which meals are made available to workers?,Nutritious and safe meals are available to staff every day of week,3,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a79/671713892897c6fc66e19729,verified,,{},
"Apapa, Lagos_Plant6_T1 (Milling)",2024 Workforce Nutrition ,Apapa factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,"Apapa, Lagos_Plant6_T1 (Milling)",2024,Healthy Food at Work,To what percentage of your workforce is any element of your healthy food at work programme available to?,100% of workers,4,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a85/671713892897c6fc66e1973d,verified,,{},
"Apapa, Lagos_Plant6_T1 (Milling)",2024 Workforce Nutrition ,Apapa factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,"Apapa, Lagos_Plant6_T1 (Milling)",2024,Healthy Food at Work,Which of these statements best describes the affordability to workers of the programme?,Workforce acquires regular nutrition and safe snacks or meals (not just at events or meetings) at subsidized cost. (If availability score >1),1,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a91/671713892897c6fc66e19749,verified,,{},
"Apapa, Lagos_Plant6_T1 (Milling)",2024 Workforce Nutrition ,Apapa factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,"Apapa, Lagos_Plant6_T1 (Milling)",2024,Healthy Food at Work,Which of these statements best fits the proximity of the healthy food at work programme?,Nutritious and safe snacks or meals are available within the workplace,2,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a9d/671713892897c6fc66e19759,verified,,{},
"Apapa, Lagos_Plant6_T1 (Milling)",2024 Workforce Nutrition ,Apapa factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,"Apapa, Lagos_Plant6_T1 (Milling)",2024,Healthy Food at Work,Do you have indicators to measure the progress or impact of this programme?,"None of the above, not applicable or data unavailable",0,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618aa9/671713892897c6fc66e19769,verified,,{},
"Apapa, Lagos_Plant6_T1 (Milling)",2024 Workforce Nutrition ,Apapa factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,"Apapa, Lagos_Plant6_T1 (Milling)",2024,Healthy Food at Work,"If applicable, which of the following best describes the level at which you measure your programme?","Yes, measured at least at output-level (e.g. number of workers with access to nutritionally improved meals) and reported on regularly",1,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a3c/671713892897c6fc66e19771,verified,,{},
"Apapa, Lagos_Plant6_T1 (Milling)",2024 Workforce Nutrition ,Apapa factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,"Apapa, Lagos_Plant6_T1 (Milling)",2024,Healthy Food at Work,To what extent is your programme integrated into the workplace or organisation policy?,Integrated into a basic policy and programme lasts not less than one quarter of the year,1,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a49/671713892897c6fc66e1977d,verified,,{},
"Apapa, Lagos_Plant6_T1 (Milling)",2024 Workforce Nutrition ,Apapa factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,"Apapa, Lagos_Plant6_T1 (Milling)",2024,Breastfeeding Support,Which of these statements best describes the breaks allocated to workers as part of the breastfeeding support programme?,"None of the above, not applicable or data unavailable",0,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618ab5/671713892897c6fc66e19789,verified,,{},
"Apapa, Lagos_Plant6_T1 (Milling)",2024 Workforce Nutrition ,Apapa factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,"Apapa, Lagos_Plant6_T1 (Milling)",2024,Breastfeeding Support,Which of these statements best describes the space(s) available to workers as part of the breastfeeding support programme?,"None of the above, not applicable or data unavailable",0,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618ae5/671713892897c6fc66e19799,verified,,{},
"Apapa, Lagos_Plant6_T1 (Milling)",2024 Workforce Nutrition ,Apapa factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,"Apapa, Lagos_Plant6_T1 (Milling)",2024,Breastfeeding Support,Which of these statements best describes your maternity leave available to workers in this location as part of the breastfeeding support programme?,18 weeks maternity leave postpartum with at least 2/3 pay for all employees (ILO recommendation 191),1,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618af1/671713892897c6fc66e197a5,verified,,{},
"Apapa, Lagos_Plant6_T1 (Milling)",2024 Workforce Nutrition ,Apapa factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,"Apapa, Lagos_Plant6_T1 (Milling)",2024,Breastfeeding Support,Which of these statements best describes your parental leave available to workers in this location as part of the breastfeeding support programme?,Additional 2 weeks of paid parental leave (on top of local requirement),1,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618afd/671713892897c6fc66e197b9,verified,,{},
"Apapa, Lagos_Plant6_T1 (Milling)",2024 Workforce Nutrition ,Apapa factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,"Apapa, Lagos_Plant6_T1 (Milling)",2024,Breastfeeding Support,Which of these statements best describes your non-dismissal policy applicable to workers in this location as part of the breastfeeding support programme?,"No dismissal during pregnancy, whilst on maternity leave or nursing child until 12 months old",2,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618b09/671713892897c6fc66e197c5,verified,,{},
"Apapa, Lagos_Plant6_T1 (Milling)",2024 Workforce Nutrition ,Apapa factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,"Apapa, Lagos_Plant6_T1 (Milling)",2024,Breastfeeding Support,Which of these statements best describes the extent to which the workers are engaged in the breastfeeding support programme?,"Female employees engaged in development of breastfeeding support program, all staff sensitized to program and global breastfeeding recommendations, and new employees received HR orientation",3,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618b15/671713892897c6fc66e197d5,verified,,{},
"Apapa, Lagos_Plant6_T1 (Milling)",2024 Workforce Nutrition ,Apapa factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,"Apapa, Lagos_Plant6_T1 (Milling)",2024,Breastfeeding Support,To what percentage of your workforce is the workplace breastfeeding support programme available to?,"None of the above, not applicable or data unavailable",0,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618b21/671713892897c6fc66e197e5,verified,,{},
"Apapa, Lagos_Plant6_T1 (Milling)",2024 Workforce Nutrition ,Apapa factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,"Apapa, Lagos_Plant6_T1 (Milling)",2024,Breastfeeding Support,To what percentage of your workforce is the aforementioned maternity and parental leave policy available to?,Improved parental and improved maternity leave are available to all employees,3,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618b2d/671713892897c6fc66e197f5,verified,,{},
"Apapa, Lagos_Plant6_T1 (Milling)",2024 Workforce Nutrition ,Apapa factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,"Apapa, Lagos_Plant6_T1 (Milling)",2024,Breastfeeding Support,Which of these statements best describes the proximity of the breastfeeding support spaces available to the workforce?,"None of the above, not applicable or data unavailable",0,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618b39/671713892897c6fc66e19809,verified,,{},
"Apapa, Lagos_Plant6_T1 (Milling)",2024 Workforce Nutrition ,Apapa factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,"Apapa, Lagos_Plant6_T1 (Milling)",2024,Breastfeeding Support,Do you have indicators to measure the progress or impact of this programme?,"None of the above, not applicable or data unavailable",0,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618ac1/671713892897c6fc66e1981d,verified,,{},
"Apapa, Lagos_Plant6_T1 (Milling)",2024 Workforce Nutrition ,Apapa factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,"Apapa, Lagos_Plant6_T1 (Milling)",2024,Breastfeeding Support,"If applicable, which of the following best describes the level at which you measure your programme?","None of the above, not applicable or data unavailable",0,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618acd/671713892897c6fc66e19831,verified,,{},
"Apapa, Lagos_Plant6_T1 (Milling)",2024 Workforce Nutrition ,Apapa factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,"Apapa, Lagos_Plant6_T1 (Milling)",2024,Breastfeeding Support,To what extent is your programme integrated into the workplace or organisation policy?,Integrated into a basic policy. HR policies reviewed and adapted to accommodate breastfeeding support measures,1,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618ad9/671713892897c6fc66e19849,verified,,{},
"Apapa, Lagos_Plant6_T1 (Milling)",2024 Workforce Nutrition ,Apapa factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,"Apapa, Lagos_Plant6_T1 (Milling)",2024,Custom Metric,Workforce Strength,220,,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/672c77d19558051bacde2363/672c9e260c8809f1c488a9d4,verified,,{},
Calabar_Plant7_T1 (Milling),2024 Workforce Nutrition,Calabar factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,Calabar_Plant7_T1 (Milling),2024,Nutrition Education,Which of these statements best describes your nutrition education programme?,"Credible, understandable, and actionable information about nutrition is shared through at least 3 accessible materials (e.g. poster, videos, booklets)",1,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618962/671642361635a2acbcf3f84e,verified,,{},
Calabar_Plant7_T1 (Milling),2024 Workforce Nutrition,Calabar factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,Calabar_Plant7_T1 (Milling),2024,Nutrition Education,Which of these statements bests describes how your educational material is developed or used?,The information shared consists of an adaptation of standardized materials that are tailored to workforce,1,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab61896e/671642361635a2acbcf3f852,verified,,{},
Calabar_Plant7_T1 (Milling),2024 Workforce Nutrition,Calabar factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,Calabar_Plant7_T1 (Milling),2024,Nutrition Education,To what percentage of your workforce is the programme available to?,"Education program or campaign available to at least 75% of workers, and some elements of the programme are available to family members of workers",3,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab61897a/671642361635a2acbcf3f856,verified,,{},
Calabar_Plant7_T1 (Milling),2024 Workforce Nutrition,Calabar factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,Calabar_Plant7_T1 (Milling),2024,Nutrition Education,Which of these statements best describes the affordability to workers of the programme?,Workforce acquires education/trainings free of cost,2,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618986/671642361635a2acbcf3f85a,verified,,{},
Calabar_Plant7_T1 (Milling),2024 Workforce Nutrition,Calabar factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,Calabar_Plant7_T1 (Milling),2024,Nutrition Education,Which of these statements best fits the proximity nutrition education programme?,Programme facilitated by employer is offered inside the workplace during compensated working hours,3,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618993/671642361635a2acbcf3f85e,verified,,{},
Calabar_Plant7_T1 (Milling),2024 Workforce Nutrition,Calabar factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,Calabar_Plant7_T1 (Milling),2024,Nutrition Education,Do you have indicators to measure the progress or impact of this programme?,"Yes, KPIs are identified to measure the progress and impact of the nutrition education programme",1,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab61899f/671642361635a2acbcf3f862,verified,,{},
Calabar_Plant7_T1 (Milling),2024 Workforce Nutrition,Calabar factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,Calabar_Plant7_T1 (Milling),2024,Nutrition Education,"If applicable, which of the following best describes the level at which you measure your programme?","Yes, measured at least at output-level (e.g. number of workers reached) and reported on regularly",1,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab6189ab/671642361635a2acbcf3f866,verified,,{},
Calabar_Plant7_T1 (Milling),2024 Workforce Nutrition,Calabar factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,Calabar_Plant7_T1 (Milling),2024,Nutrition Education,To what extent is your programme integrated into the workplace or organisation policy?,Integrated into a basic policy and programme that lasts at least for one quarter of the year,1,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab6189b7/671642361635a2acbcf3f86a,verified,,{},
Calabar_Plant7_T1 (Milling),2024 Workforce Nutrition,Calabar factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,Calabar_Plant7_T1 (Milling),2024,Nutrition Related Health Checks And Follow-Up,Which of these statements best describes your nutrition related health checks and follow-up programme?,"Workers have access to improved health checks which offer measures of at least 4 most relevant diet indicators screened for including at least 3 of the following (weight, BMI, blood pressure, blood sugar, cholesterol, haemoglobin, and/or any population relevant micronutrient deficiency)",2,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab6189c3/671642361635a2acbcf3f86e,verified,,{},
Calabar_Plant7_T1 (Milling),2024 Workforce Nutrition,Calabar factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,Calabar_Plant7_T1 (Milling),2024,Nutrition Related Health Checks And Follow-Up,Which of these statements best describes the frequency at which health checks are made available to workers?,Health checks and/or follow-up are provided at least annually to workers,2,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab6189cf/671642361635a2acbcf3f872,verified,,{},
Calabar_Plant7_T1 (Milling),2024 Workforce Nutrition,Calabar factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,Calabar_Plant7_T1 (Milling),2024,Nutrition Related Health Checks And Follow-Up,Which of these statements best describes the type of follow-up or counselling offered toworkers?,Follow-up includes counselling with a specialized health counsellor or nutritionist,2,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab6189dc/671642361635a2acbcf3f876,verified,,{},
Calabar_Plant7_T1 (Milling),2024 Workforce Nutrition,Calabar factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,Calabar_Plant7_T1 (Milling),2024,Nutrition Related Health Checks And Follow-Up,To what percentage of your workforce is the programme available to?,The programme is made available on a voluntary and confidential basis to 75-100% of the workforce,2,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab6189e8/671642361635a2acbcf3f87a,verified,,{},
Calabar_Plant7_T1 (Milling),2024 Workforce Nutrition,Calabar factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,Calabar_Plant7_T1 (Milling),2024,Nutrition Related Health Checks And Follow-Up,Which of these statements best describes the affordability to workers of the healthchecks?,Workforce is able to acquire health checks free of cost and during working hours,2,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab6189f4/671642361635a2acbcf3f87e,verified,,{},
Calabar_Plant7_T1 (Milling),2024 Workforce Nutrition,Calabar factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,Calabar_Plant7_T1 (Milling),2024,Nutrition Related Health Checks And Follow-Up,Which of these statements best describes the affordability to workers of the counselling?,Workforce is able to acquire follow up counselling free of cost and during working hours,2,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a00/671642361635a2acbcf3f882,verified,,{},
Calabar_Plant7_T1 (Milling),2024 Workforce Nutrition,Calabar factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,Calabar_Plant7_T1 (Milling),2024,Nutrition Related Health Checks And Follow-Up,Do you have indicators to measure the progress or impact of this programme?,"Yes, KPIs are identified to measure the progress and impact of the health checks and counselling programme",1,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a0c/671642361635a2acbcf3f886,verified,,{},
Calabar_Plant7_T1 (Milling),2024 Workforce Nutrition,Calabar factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,Calabar_Plant7_T1 (Milling),2024,Nutrition Related Health Checks And Follow-Up,"If applicable, which of the following best describes the level at which you measure your programme?","Yes, measured at least at output-level (e.g. number of workers with access to the programme) and reported on regularly",1,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a18/671642361635a2acbcf3f88a,verified,,{},
Calabar_Plant7_T1 (Milling),2024 Workforce Nutrition,Calabar factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,Calabar_Plant7_T1 (Milling),2024,Nutrition Related Health Checks And Follow-Up,To what extent is your programme integrated into the workplace or organisation policy?,Integrated into a basic policy,1,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a24/671642361635a2acbcf3f88e,verified,,{},
Calabar_Plant7_T1 (Milling),2024 Workforce Nutrition,Calabar factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,Calabar_Plant7_T1 (Milling),2024,Healthy Food at Work,"Which of these statements best fits the description of the food and drink items made available to workers through catering, vending, and/ or retail?",In catering: More than 70% of food and drink items provided fall in the GREEN category and 0% fall in the RED category. In vending or retail: More than 70% of food items provided fall in the GREEN category and less than 10% of food items fall in the RED category,4,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a30/671642361635a2acbcf3f892,verified,,{},
Calabar_Plant7_T1 (Milling),2024 Workforce Nutrition,Calabar factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,Calabar_Plant7_T1 (Milling),2024,Healthy Food at Work,Which of these statements best fits the way food and drink items are being provided or served in your organisation?,"None of the above, not applicable or data unavailable",0,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a55/671642361635a2acbcf3f896,verified,,{},
Calabar_Plant7_T1 (Milling),2024 Workforce Nutrition,Calabar factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,Calabar_Plant7_T1 (Milling),2024,Healthy Food at Work,Which of these statements best fits your healthy food at work programme design and implementation?,"The programme is designed specifically for the workforce, and feedback is regularly reviewed and incorporated to shape the food provision",2,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a61/671642361635a2acbcf3f89a,verified,,{},
Calabar_Plant7_T1 (Milling),2024 Workforce Nutrition,Calabar factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,Calabar_Plant7_T1 (Milling),2024,Healthy Food at Work,Which of these statements best fits the frequency at which snacks are made available to workers?,Nutritious and safe snacks made available during all meetings or events,1,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a6d/671642361635a2acbcf3f89e,verified,,{},
Calabar_Plant7_T1 (Milling),2024 Workforce Nutrition,Calabar factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,Calabar_Plant7_T1 (Milling),2024,Healthy Food at Work,Which of these statements best fits the frequency at which meals are made available to workers?,Nutritious and safe meals available to staff at least three days a week,2,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a79/671642361635a2acbcf3f8a2,verified,,{},
Calabar_Plant7_T1 (Milling),2024 Workforce Nutrition,Calabar factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,Calabar_Plant7_T1 (Milling),2024,Healthy Food at Work,To what percentage of your workforce is any element of your healthy food at work programme available to?,100% of workers,4,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a85/671642361635a2acbcf3f8a6,verified,,{},
Calabar_Plant7_T1 (Milling),2024 Workforce Nutrition,Calabar factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,Calabar_Plant7_T1 (Milling),2024,Healthy Food at Work,Which of these statements best describes the affordability to workers of the programme?,Workforce acquires regular nutrition and safe snacks or meals (not just at events or meetings) at subsidized cost. (If availability score >1),1,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a91/671642361635a2acbcf3f8aa,verified,,{},
Calabar_Plant7_T1 (Milling),2024 Workforce Nutrition,Calabar factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,Calabar_Plant7_T1 (Milling),2024,Healthy Food at Work,Which of these statements best fits the proximity of the healthy food at work programme?,Nutritious and safe snacks or meals are available within the workplace,2,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a9d/671642361635a2acbcf3f8ae,verified,,{},
Calabar_Plant7_T1 (Milling),2024 Workforce Nutrition,Calabar factory,Nigeria,Africa,Grains,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Crown Flour Mills Limited_NG12,Calabar_Plant7_T1 (Milling),2024,Healthy Food at Work,Do you have indicators to measure the progress or impact of this programme?,"Yes, KPIs are identified to measure the progress and impact of the healthy food at work programme",1,59,SILVER,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618aa9/671642361635a2acbcf3f8b2,verified,,{},
